TEAM_ID,TIME_STAMPING, PACKET_COUNT, ALTITUDE, PRESSURE, TEMPERATURE, VOLTAGE, GNSS_TIME, GNSS_LATITUDE, GNSS_LONGITUDE, GNSS_ALTITUDE, GNSS_SATS, ACCEL_R, ACCEL_P, ACCEL_Y, GYRO_R, GYRO_P, GYRO_Y, STATE,CMD_ECHO
041, 13:14:02,1,0.1,96499,25.0,7.21, 13:14:02,19.2222,72.9255,180.3,4,7.32,30.3,9.5,-19.91,-129.04,-122.79,LAUNCH_PAD, CXON
041, 13:14:03,2,0.1,96499,25.0,7.21, 13:14:03,19.2213,72.9252,180.3,4,30.1,47.91,31.08,-31.0,142.88,-136.03,LAUNCH_PAD, CXON
041, 13:14:04,3,0.1,96499,25.0,7.21, 13:14:04,19.2214,72.9250,180.3,4,17.34,42.65,15.23,24.48,41.67,-38.28,LAUNCH_PAD, CXON
041, 13:14:05,4,0.1,96499,25.0,7.21, 13:14:05,19.2212,72.9252,180.3,4,32.22,27.1,20.57,25.67,-14.04,-60.07,LAUNCH_PAD, CXON
041, 13:14:06,5,0.1,96499,25.0,7.2, 13:14:06,19.2216,72.9259,180.3,4,26.01,45.01,37.18,-63.62,144.05,-114.58,LAUNCH_PAD, CXON
041, 13:14:07,6,0.1,96499,25.0,7.2, 13:14:07,19.2214,72.9258,180.3,4,6.57,36.73,38.58,21.91,112.64,-55.88,LAUNCH_PAD, CXON
041, 13:14:08,7,0.1,96499,25.0,7.2, 13:14:08,19.2223,72.9257,180.3,4,38.6,47.79,26.96,49.25,-131.8,60.45,LAUNCH_PAD, CXON
041, 13:14:09,8,0.1,96499,25.1,7.2, 13:14:09,19.2227,72.9254,180.3,4,20.43,36.75,8.9,-11.49,-99.59,-114.87,LAUNCH_PAD, CXON
041, 13:14:10,9,0.1,96499,25.0,7.2, 13:14:10,19.2214,72.9253,180.3,4,20.64,44.86,11.22,-15.24,14.83,115.02,LAUNCH_PAD, CXON
041, 13:14:11,10,0.1,96499,25.0,7.2, 13:14:11,19.2217,72.9256,180.3,4,19.35,45.37,46.31,-104.72,-97.13,-80.41,LAUNCH_PAD, CXON
041, 13:14:12,11,0.1,96499,25.0,7.2, 13:14:12,19.2223,72.9253,180.3,4,5.16,26.76,22.77,19.9,135.93,57.15,LAUNCH_PAD, CXON
041, 13:14:13,12,0.1,96499,25.0,7.2, 13:14:13,19.2225,72.9249,180.3,4,40.98,41.2,42.98,89.36,-32.29,-30.31,LAUNCH_PAD, CXON
041, 13:14:14,13,0.1,96499,25.0,7.2, 13:14:14,19.2212,72.9249,180.3,4,13.35,16.49,21.6,-134.23,-149.93,-104.62,LAUNCH_PAD, CXON
041, 13:14:15,14,0.1,96499,24.9,7.2, 13:14:15,19.2212,72.9265,180.3,4,29.56,15.94,18.09,-45.78,-40.75,-113.15,LAUNCH_PAD, CXON
041, 13:14:16,15,0.1,96499,24.9,7.2, 13:14:16,19.2220,72.9258,180.3,4,8.44,14.09,21.71,-70.57,98.66,-101.57,LAUNCH_PAD, CXON
041, 13:14:17,16,0.1,96499,24.9,7.2, 13:14:17,19.2222,72.9251,180.3,4,26.73,11.08,29.12,143.55,109.0,58.86,LAUNCH_PAD, CXON
041, 13:14:18,17,0.1,96499,24.9,7.2, 13:14:18,19.2214,72.9263,180.3,4,26.3,41.16,21.19,-83.09,93.45,145.48,LAUNCH_PAD, CXON
041, 13:14:19,18,0.1,96499,24.9,7.2, 13:14:19,19.2227,72.9263,180.3,4,14.07,30.71,22.22,-141.31,-141.62,-66.17,LAUNCH_PAD, CXON
041, 13:14:20,19,0.1,96499,24.9,7.19, 13:14:20,19.2230,72.9257,180.3,4,42.48,49.52,46.2,-40.61,-83.86,-81.95,LAUNCH_PAD, CXON
041, 13:14:21,20,0.1,96499,24.8,7.19, 13:14:21,19.2223,72.9266,180.3,4,38.62,29.18,34.12,89.89,-124.57,48.18,LAUNCH_PAD, CXON
041, 13:14:22,21,0.1,96499,24.9,7.19, 13:14:22,19.2226,72.9258,180.3,4,12.14,41.57,21.3,90.25,141.5,-31.25,LAUNCH_PAD, CXON
041, 13:14:23,22,0.1,96499,24.9,7.19, 13:14:23,19.2225,72.9251,180.3,4,10.08,16.05,44.19,91.95,-106.15,97.95,LAUNCH_PAD, CXON
041, 13:14:24,23,0.1,96499,24.9,7.19, 13:14:24,19.2218,72.9259,180.3,4,10.24,10.57,46.84,44.9,7.97,130.09,LAUNCH_PAD, CXON
041, 13:14:25,24,0.1,96499,24.9,7.19, 13:14:25,19.2228,72.9252,180.3,4,15.07,21.72,17.62,25.93,-72.19,-24.3,LAUNCH_PAD, CXON
041, 13:14:26,25,0.1,96499,24.8,7.19, 13:14:26,19.2218,72.9257,180.3,4,28.33,46.17,24.83,125.32,0.49,9.55,LAUNCH_PAD, CXON
041, 13:14:27,26,0.1,96499,24.8,7.19, 13:14:27,19.2220,72.9252,180.3,4,5.16,41.97,14.89,-7.95,67.56,16.94,LAUNCH_PAD, CXON
041, 13:14:28,27,0.1,96499,24.8,7.18, 13:14:28,19.2222,72.9264,180.3,4,9.24,32.41,17.94,-66.92,81.68,2.31,LAUNCH_PAD, CXON
041, 13:14:29,28,0.1,96499,24.8,7.18, 13:14:29,19.2229,72.9257,180.3,4,29.5,30.22,28.49,57.82,-14.3,9.99,LAUNCH_PAD, CXON
041, 13:14:30,29,0.1,96499,24.8,7.18, 13:14:30,19.2225,72.9266,180.3,4,42.69,20.38,30.38,132.98,102.0,-108.86,LAUNCH_PAD, CXON
041, 13:14:31,30,0.1,96499,24.8,7.18, 13:14:31,19.2212,72.9253,180.3,4,7.92,36.78,39.36,119.11,-103.67,64.84,LAUNCH_PAD, CXON
041, 13:14:32,31,0.1,96499,24.8,7.18, 13:14:32,19.2229,72.9267,180.3,4,13.78,48.1,23.93,-3.82,146.96,99.73,LAUNCH_PAD, CXON
041, 13:14:33,32,0.1,96499,24.7,7.17, 13:14:33,19.2221,72.9255,180.3,4,12.83,22.74,36.89,-144.16,16.22,-17.86,LAUNCH_PAD, CXON
041, 13:14:34,33,0.1,96499,24.7,7.17, 13:14:34,19.2223,72.9258,180.3,4,7.57,49.4,39.53,141.51,-118.57,-70.33,LAUNCH_PAD, CXON
041, 13:14:35,34,0.1,96499,24.7,7.17, 13:14:35,19.2216,72.9251,180.3,4,21.89,46.46,40.76,-72.42,-105.19,125.75,LAUNCH_PAD, CXON
041, 13:14:36,35,0.1,96499,24.7,7.17, 13:14:36,19.2213,72.9249,180.3,4,32.53,27.01,10.9,131.5,40.33,90.49,LAUNCH_PAD, CXON
041, 13:14:37,36,0.1,96499,24.6,7.17, 13:14:37,19.2212,72.9265,180.3,4,23.15,23.57,30.12,128.0,-69.64,-111.23,LAUNCH_PAD, CXON
041, 13:14:38,37,0.1,96499,24.6,7.17, 13:14:38,19.2213,72.9251,180.3,4,7.02,18.07,20.48,-58.5,77.85,-63.01,LAUNCH_PAD, CXON
041, 13:14:39,38,0.1,96499,24.6,7.16, 13:14:39,19.2218,72.9248,180.3,4,15.02,10.61,37.32,15.31,-93.16,-7.57,LAUNCH_PAD, CXON
041, 13:14:40,39,0.1,96499,24.6,7.16, 13:14:40,19.2227,72.9257,180.3,4,24.8,43.38,23.72,2.01,56.32,144.73,LAUNCH_PAD, CXON
041, 13:14:41,40,0.1,96499,24.6,7.16, 13:14:41,19.2225,72.9261,180.3,4,21.19,23.9,10.18,-111.05,-128.78,72.27,LAUNCH_PAD, CXON
041, 13:14:42,41,0.1,96499,24.6,7.15, 13:14:42,19.2213,72.9265,180.3,4,39.82,36.82,19.28,-77.34,-62.08,-12.16,LAUNCH_PAD, CXON
041, 13:14:43,42,0.1,96499,24.6,7.15, 13:14:43,19.2216,72.9267,180.3,4,43.9,31.88,17.78,139.7,-57.14,-43.02,LAUNCH_PAD, CXON
041, 13:14:44,43,0.1,96499,24.5,7.15, 13:14:44,19.2220,72.9258,180.3,4,13.04,30.19,8.2,-70.75,-123.07,-30.15,LAUNCH_PAD, CXON
041, 13:14:45,44,0.1,96499,24.5,7.14, 13:14:45,19.2217,72.9253,180.3,4,28.42,31.17,38.02,47.26,64.8,113.73,LAUNCH_PAD, CXON
041, 13:14:46,45,0.1,96499,24.4,7.14, 13:14:46,19.2231,72.9251,180.3,4,33.97,35.73,9.75,100.59,117.58,38.2,LAUNCH_PAD, CXON
041, 13:14:47,46,0.1,96499,24.5,7.14, 13:14:47,19.2214,72.9258,180.3,4,25.17,43.4,40.19,97.92,25.22,117.85,LAUNCH_PAD, CXON
041, 13:14:48,47,0.1,96499,24.5,7.14, 13:14:48,19.2216,72.9249,180.3,4,10.32,24.43,12.2,100.75,17.56,38.33,LAUNCH_PAD, CXON
041, 13:14:49,48,0.1,96499,24.5,7.13, 13:14:49,19.2221,72.9248,180.3,4,36.91,39.93,28.12,10.56,47.79,-130.18,LAUNCH_PAD, CXON
041, 13:14:50,49,0.1,96499,24.5,7.13, 13:14:50,19.2212,72.9253,180.3,4,34.17,18.21,37.59,142.72,-1.82,-35.23,LAUNCH_PAD, CXON
041, 13:14:51,50,0.1,96499,24.5,7.13, 13:14:51,19.2226,72.9260,180.3,4,30.71,13.1,13.9,-73.82,72.97,-58.67,LAUNCH_PAD, CXON
041, 13:14:52,51,0.1,96499,24.5,7.12, 13:14:52,19.2212,72.9253,180.3,4,31.88,37.69,35.03,-62.74,4.96,-10.6,LAUNCH_PAD, CXON
041, 13:14:53,52,0.1,96499,24.5,7.12, 13:14:53,19.2229,72.9252,180.3,4,44.13,47.45,8.7,-12.31,95.97,140.43,LAUNCH_PAD, CXON
041, 13:14:54,53,0.1,96499,24.5,7.11, 13:14:54,19.2215,72.9267,180.3,4,13.43,33.26,13.67,7.22,135.82,-110.22,LAUNCH_PAD, CXON
041, 13:14:55,54,0.1,96499,24.5,7.11, 13:14:55,19.2229,72.9262,180.3,4,14.26,45.91,27.45,-142.55,-148.92,-2.49,LAUNCH_PAD, CXON
041, 13:14:56,55,0.1,96499,24.5,7.11, 13:14:56,19.2214,72.9255,180.3,4,17.64,43.61,8.07,75.22,101.73,-113.99,LAUNCH_PAD, CXON
041, 13:14:57,56,0.1,96499,24.5,7.11, 13:14:57,19.2229,72.9254,180.3,4,19.89,25.72,47.95,26.75,-41.79,-21.58,LAUNCH_PAD, CXON
041, 13:14:58,57,0.1,96499,24.5,7.1, 13:14:58,19.2213,72.9265,180.3,4,16.42,47.42,17.97,-70.28,3.29,-93.05,LAUNCH_PAD, CXON
041, 13:14:59,58,0.1,96499,24.5,7.1, 13:14:59,19.2229,72.9264,180.3,4,30.24,46.54,45.63,14.77,65.87,-135.16,LAUNCH_PAD, CXON
041, 13:15:00,59,0.1,96499,24.5,7.1, 13:15:00,19.2226,72.9261,180.3,4,16.45,11.96,45.07,-111.81,-8.34,-46.9,LAUNCH_PAD, CXON
041, 13:15:01,60,0.1,96499,24.5,7.1, 13:15:01,19.2231,72.9253,180.3,4,31.24,22.03,30.29,-31.69,-99.8,-101.5,LAUNCH_PAD, CXON
041, 13:15:02,61,0.1,96499,24.4,7.1, 13:15:02,19.2221,72.9252,180.3,4,41.25,49.86,26.0,-108.12,-92.28,-122.79,LAUNCH_PAD, CXON
041, 13:15:03,62,0.1,96499,24.4,7.1, 13:15:03,19.2216,72.9253,180.3,4,27.78,45.49,37.99,-26.17,-25.83,7.25,LAUNCH_PAD, CXON
041, 13:15:04,63,0.1,96499,24.4,7.09, 13:15:04,19.2212,72.9254,180.3,4,43.71,15.03,28.14,38.89,108.86,-85.21,LAUNCH_PAD, CXON
041, 13:15:05,64,0.1,96499,24.4,7.09, 13:15:05,19.2219,72.9257,180.3,4,43.16,43.95,42.92,-143.46,-140.33,62.85,LAUNCH_PAD, CXON
041, 13:15:06,65,0.1,96499,24.4,7.09, 13:15:06,19.2223,72.9248,180.3,4,20.66,47.07,41.02,106.64,141.67,-75.46,LAUNCH_PAD, CXON
041, 13:15:07,66,0.1,96499,24.4,7.08, 13:15:07,19.2221,72.9262,180.3,4,42.66,38.87,33.89,79.44,-12.8,15.45,LAUNCH_PAD, CXON
041, 13:15:08,67,0.1,96499,24.3,7.08, 13:15:08,19.2216,72.9266,180.3,4,30.82,22.15,13.12,-74.46,40.89,59.57,LAUNCH_PAD, CXON
041, 13:15:09,68,0.1,96499,24.3,7.08, 13:15:09,19.2221,72.9260,180.3,4,20.52,18.94,32.04,-146.86,-59.54,-11.79,LAUNCH_PAD, CXON
041, 13:15:10,69,0.1,96499,24.3,7.07, 13:15:10,19.2229,72.9258,180.3,4,14.39,19.88,46.42,61.4,-57.78,-143.46,LAUNCH_PAD, CXON
041, 13:15:11,70,0.1,96499,24.3,7.07, 13:15:11,19.2219,72.9253,180.3,4,31.69,47.01,17.07,-139.77,-48.58,-23.83,LAUNCH_PAD, CXON
041, 13:15:12,71,0.1,96499,24.3,7.07, 13:15:12,19.2227,72.9263,180.3,4,25.2,18.21,46.79,-56.49,96.0,-80.76,LAUNCH_PAD, CXON
041, 13:15:13,72,0.1,96499,24.3,7.07, 13:15:13,19.2217,72.9267,180.3,4,24.83,17.49,16.93,-24.89,49.59,134.63,LAUNCH_PAD, CXON
041, 13:15:14,73,0.1,96499,24.3,7.07, 13:15:14,19.2215,72.9267,180.3,4,10.68,12.07,10.41,-32.0,119.45,115.08,LAUNCH_PAD, CXON
041, 13:15:15,74,0.1,96499,24.3,7.07, 13:15:15,19.2230,72.9255,180.3,4,12.42,47.44,37.85,-140.43,49.33,-36.41,LAUNCH_PAD, CXON
041, 13:15:16,75,0.1,96499,24.3,7.06, 13:15:16,19.2214,72.9248,180.3,4,16.19,24.06,46.22,-112.89,139.28,-87.78,LAUNCH_PAD, CXON
041, 13:15:17,76,1.2,96486,24.2,7.06, 13:15:17,19.2217,72.9248,181.4,4,45.91,-5.31,-25.46,134.24,-98.23,-43.44,ASCENT, CXON
041, 13:15:18,77,2.4,96473,24.3,7.06, 13:15:18,19.2217,72.9251,182.6,4,132.0,-91.87,-93.03,-139.97,134.42,-77.75,ASCENT, CXON
041, 13:15:19,78,3.5,96460,24.3,7.06, 13:15:19,19.2216,72.9249,183.7,4,154.92,23.4,-47.57,69.32,-58.73,-71.8,ASCENT, CXON
041, 13:15:20,79,4.7,96446,24.2,7.06, 13:15:20,19.2220,72.9251,184.9,4,153.19,-95.15,-53.23,-7.94,146.17,145.25,ASCENT, CXON
041, 13:15:21,80,5.9,96433,24.2,7.05, 13:15:21,19.2220,72.9251,186.1,4,151.37,-63.41,60.51,76.32,103.28,87.3,ASCENT, CXON
041, 13:15:22,81,7.1,96419,24.2,7.05, 13:15:22,19.2219,72.9250,187.3,4,133.87,-84.2,-60.54,80.92,-80.86,-139.29,ASCENT, CXON
041, 13:15:23,82,8.3,96405,24.2,7.05, 13:15:23,19.2218,72.9255,188.5,4,146.02,97.56,-47.02,-133.09,-129.14,-0.49,ASCENT, CXON
041, 13:15:24,83,9.5,96391,24.2,7.05, 13:15:24,19.2216,72.9255,189.7,4,114.44,34.82,49.6,111.04,52.62,-121.23,ASCENT, CXON
041, 13:15:25,84,10.6,96379,24.2,7.04, 13:15:25,19.2217,72.9254,190.8,4,128.57,-60.16,-50.51,-81.49,-110.94,122.93,ASCENT, CXON
041, 13:15:26,85,11.8,96365,24.2,7.04, 13:15:26,19.2217,72.9259,192.0,4,100.88,-53.72,61.69,49.06,157.11,-127.25,ASCENT, CXON
041, 13:15:27,86,13.0,96351,24.2,7.04, 13:15:27,19.2221,72.9263,193.2,4,44.84,-41.26,-76.16,-99.34,151.35,26.62,ASCENT, CXON
